id	name	domain	category	rank_in_category	why_in_list	sign_in_url	task_flow_docs	doc_url_1	doc_url_2	doc_url_3
short_io	Short.io	short.io	marketing_growth	27	Chrome UX Report 2026-08: app.short.io in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Short.io': popularity #462 of 9,716, zap_usage_count 386 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 32,298 for short.io (list 38KVL, 2026-09-11)	https://app.short.io/public/login	deep	https://docs.short.io/	https://docs.short.io/articles/integrations-and-extensions/integrations-via-zapier/how-to-automatically-create-a-link-with-expiration-date	
trustpilot	Trustpilot	business.trustpilot.com	marketing_growth	28	Chrome UX Report 2026-08: business.trustpilot.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Trustpilot': popularity #295 of 9,716, zap_usage_count 837 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 350 for trustpilot.com (list 38KVL, 2026-09-11; a domain shared across products, so not used to rank this row). Recorded at the business portal; www.trustpilot.com answered a bot check.	https://businessapp.b2b.trustpilot.com	shallow			
microsoft_advertising	Microsoft Advertising	ads.microsoft.com	marketing_growth	29	Chrome UX Report 2026-08: ui.ads.microsoft.com in the top 100,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Microsoft Advertising': popularity #606 of 9,716, zap_usage_count 251 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 6 for microsoft.com (list 38KVL, 2026-09-11; a domain shared across products, so not used to rank this row)	https://ads.microsoft.com/signin?redirect=pmaxlitesignin	shallow			
partnerstack	PartnerStack	partnerstack.com	marketing_growth	30	Chrome UX Report 2026-08: dash.partnerstack.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'PartnerStack': popularity #909 of 9,716, zap_usage_count 140 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 42,370 for partnerstack.com (list 38KVL, 2026-09-11)	https://dash.partnerstack.com/login	deep	https://docs.partnerstack.com/docs/getting-started	https://docs.partnerstack.com/docs/universal-importer	
socialpilot	SocialPilot	socialpilot.co	marketing_growth	31	Chrome UX Report 2026-08: app.socialpilot.co in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'SocialPilot': popularity #1183 of 9,716, zap_usage_count 80 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 41,901 for socialpilot.co (list 38KVL, 2026-09-11)	https://auth.socialpilot.co/login	deep	https://help.socialpilot.co/	https://help.socialpilot.co/article/75-getting-started-guide	https://help.socialpilot.co/article/639-how-to-enable-instagram-direct-messages-dm-story-mentions-from-the-settings
indeed	Indeed for Employers	indeed.com	recruiting_hr	1	Chrome UX Report 2026-08: jp.indeed.com in the top 1,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 368 for indeed.com (list 38KVL, 2026-09-11)	https://secure.indeed.com/auth?co=US&continue=https%3A%2F%2Fwww.indeed.com%2F&tmpl=desktop&from=gnav-util-homepage&jsContinue=https%3A%2F%2Fwww.indeed.com%2F&empContinue=https%3A%2F%2Faccount.indeed.com%2Fmyaccess	shallow			
linkedin_jobs	LinkedIn Jobs and Recruiter	linkedin.com	recruiting_hr	2	Chrome UX Report 2026-08: www.linkedin.com in the top 1,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 17 for linkedin.com (list 38KVL, 2026-09-11; a domain shared across products, so not used to rank this row)	https://www.linkedin.com/login	deep	https://www.linkedin.com/help/recruiter	https://www.linkedin.com/help/recruiter/answer/a546814	https://www.linkedin.com/help/recruiter/answer/a417035
adp	ADP	adp.com	recruiting_hr	3	Chrome UX Report 2026-08: m.online.adp.com in the top 5,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 2,336 for adp.com (list 38KVL, 2026-09-11)	https://login.adp.com/welcome	shallow			
lever	Lever	lever.co	recruiting_hr	4	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: jobs.lever.co in the top 10,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 10,436 for lever.co (list 38KVL, 2026-09-11)	https://hire.lever.co/	shallow			
gusto	Gusto	gusto.com	recruiting_hr	5	Chrome UX Report 2026-08: login.gusto.com in the top 10,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 11,274 for gusto.com (list 38KVL, 2026-09-11)	https://gusto.com/login	shallow			
ashby	Ashby	ashbyhq.com	recruiting_hr	6	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: jobs.ashbyhq.com in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Ashby': popularity #492 of 9,716, zap_usage_count 348 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 20,000 for ashbyhq.com (list 38KVL, 2026-09-11)	https://app.ashbyhq.com/signin	deep	https://docs.ashbyhq.com/	https://docs.ashbyhq.com/job-postings	https://docs.ashbyhq.com/how-do-i-provision-new-users-in-my-ashby-account-manually
hibob	HiBob	hibob.com	recruiting_hr	7	Chrome UX Report 2026-08: app.hibob.com in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Hibob': popularity #511 of 9,716, zap_usage_count 327 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 12,921 for hibob.com (list 38KVL, 2026-09-11)	https://app.hibob.com/login	shallow			
bamboohr	BambooHR	bamboohr.com	recruiting_hr	8	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: app.bamboohr.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'BambooHR': popularity #235 of 9,716, zap_usage_count 1,121 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 7,698 for bamboohr.com (list 38KVL, 2026-09-11)	https://app.bamboohr.com/login	shallow			
personio	Personio	personio.com	recruiting_hr	9	Chrome UX Report 2026-08: login.personio.com in the top 100,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Personio': popularity #507 of 9,716, zap_usage_count 330 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 11,110 for personio.com (list 38KVL, 2026-09-11)	https://www.personio.com/login/	shallow			
workable	Workable	workable.com	recruiting_hr	10	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: apply.workable.com in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Workable': popularity #745 of 9,716, zap_usage_count 186 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 10,447 for workable.com (list 38KVL, 2026-09-11)	https://www.workable.com/signin	deep	https://help.workable.com/hc/en-us	https://help.workable.com/hc/en-us/articles/360034516774-How-do-I-edit-a-requisition	https://help.workable.com/hc/en-us/articles/360044719893-How-do-I-reopen-a-filled-or-reserved-requisition
teamtailor	Teamtailor	teamtailor.com	recruiting_hr	11	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: app.teamtailor.com in the top 100,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Teamtailor': popularity #924 of 9,716, zap_usage_count 134 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 15,483 for teamtailor.com (list 38KVL, 2026-09-11)	https://app.teamtailor.com/login	deep	https://support.teamtailor.com/en/	https://support.teamtailor.com/en/articles/1558532-create-a-new-job	
recruitee	Recruitee	recruitee.com	recruiting_hr	12	Chrome UX Report 2026-08: app.recruitee.com in the top 1,000,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Recruitee': popularity #427 of 9,716, zap_usage_count 427 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 18,740 for recruitee.com (list 38KVL, 2026-09-11)	https://app.tellent.com/	deep	https://support.recruitee.com/en	https://support.recruitee.com/en/articles/1066221-edit-your-job-postings-on-job-boards	https://support.recruitee.com/en/articles/1066234-change-your-job-s-status
paychex	Paychex	paychex.com	recruiting_hr	13	Chrome UX Report 2026-08: recruiting.myapps.paychex.com in the top 50,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 7,313 for paychex.com (list 38KVL, 2026-09-11)	https://myapps.paychex.com/	deep	https://www.paychex.com/support	https://www.paychex.com/support/paychex-flex-reset-login-credentials	
rippling	Rippling	rippling.com	recruiting_hr	14	Chrome UX Report 2026-08: app.rippling.com in the top 50,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 14,455 for rippling.com (list 38KVL, 2026-09-11)	https://app.rippling.com/sign-in	shallow			
wellfound	Wellfound	wellfound.com	recruiting_hr	15	Chrome UX Report 2026-08: wellfound.com in the top 50,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 16,170 for wellfound.com (list 38KVL, 2026-09-11)	https://wellfound.com/login	deep	https://help.wellfound.com/	https://help.wellfound.com/article/707-how-to-start-applying-to-jobs	https://help.wellfound.com/article/706-how-to-start-recruiting
deel	Deel	deel.com	recruiting_hr	16	Chrome UX Report 2026-08: app.deel.com in the top 100,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Deel': popularity #1542 of 9,716, zap_usage_count 50 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 29,975 for deel.com (list 38KVL, 2026-09-11)	https://app.deel.com/login?lang=en	shallow			
breezy_hr	Breezy HR	breezy.hr	recruiting_hr	17	Chrome UX Report 2026-08: app.breezy.hr in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Breezy HR': popularity #963 of 9,716, zap_usage_count 125 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 28,525 for breezy.hr (list 38KVL, 2026-09-11)	https://app.breezy.hr/signin	deep	https://help.breezy.hr/en/	https://help.breezy.hr/en/articles/5297448-creating-a-position	https://help.breezy.hr/en/articles/5354239-managing-users-on-your-breezy-account
factorial	Factorial	factorialhr.com	recruiting_hr	18	Chrome UX Report 2026-08: id.factorialhr.com in the top 100,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Factorial': popularity #1964 of 9,716, zap_usage_count 31 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 29,781 for factorialhr.com (list 38KVL, 2026-09-11)	https://api.factorialhr.com/en/users/sign_in?return_host=factorialhr.com	deep	https://help.factorialhr.com/	https://help.factorialhr.com/managing-my-company-account/about-legal-entities	https://help.factorialhr.com/en_US/compensation/how-to-register-a-bookkeeper
greenhouse	Greenhouse	greenhouse.com	recruiting_hr	19	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: www.greenhouse.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Greenhouse': popularity #702 of 9,716, zap_usage_count 204 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 66,288 for greenhouse.com (list 38KVL, 2026-09-11)	https://app.greenhouse.io/users/sign_in	deep	https://support.greenhouse.io/hc/en-us	https://support.greenhouse.io/hc/en-us/articles/200668380-Create-a-new-job	https://support.greenhouse.io/hc/en-us/articles/115002195063-Manually-add-a-candidate-or-prospect
lattice	Lattice	lattice.com	recruiting_hr	20	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: lattice.com in the top 1,000,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 64,514 for lattice.com (list 38KVL, 2026-09-11)	https://lattice.com/login	deep	https://help.lattice.com/en-us/	https://help.lattice.com/en-us/articles/15179448-view-the-company-org-chart	https://help.lattice.com/en-us/articles/15179577-view-reporting-for-your-indirect-reports
stripe	Stripe	stripe.com	finance_billing	1	Chrome UX Report 2026-08: checkout.stripe.com in the top 10,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Stripe': popularity #21 of 9,716, zap_usage_count 38,855 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 236 for stripe.com (list 38KVL, 2026-09-11)	https://dashboard.stripe.com/login	deep	https://docs.stripe.com/	https://docs.stripe.com/no-code/customer-portal	
paypal	PayPal	paypal.com	finance_billing	2	Chrome UX Report 2026-08: www.paypal.com in the top 1,000 origins (github.com/zakird/crux-top-lists); Zapier app 'PayPal': popularity #167 of 9,716, zap_usage_count 1,842 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 168 for paypal.com (list 38KVL, 2026-09-11)	https://www.paypal.com/signin	shallow			
wise	Wise Business	wise.com	finance_billing	3	Chrome UX Report 2026-08: wise.com in the top 1,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 1,054 for wise.com (list 38KVL, 2026-09-11)	https://wise.com/login	deep	https://wise.com/help/	https://wise.com/help/articles/2977953/how-do-i-add-or-remove-team-members	
square	Square	squareup.com	finance_billing	4	Chrome UX Report 2026-08: app.squareup.com in the top 10,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Square': popularity #77 of 9,716, zap_usage_count 7,319 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 2,086 for squareup.com (list 38KVL, 2026-09-11)	https://app.squareup.com/login?lang_code=en-us	deep	https://squareup.com/help/us/en	https://squareup.com/help/us/en/article/3807-deposit-options-with-square	https://squareup.com/help/us/en/article/6852-get-started-with-square-online-store
xero	Xero	xero.com	finance_billing	5	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: app.practicemanager.xero.com in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Xero': popularity #81 of 9,716, zap_usage_count 6,900 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 3,139 for xero.com (list 38KVL, 2026-09-11)	https://login.xero.com/identity/user/login	shallow			
quickbooks	QuickBooks Online	quickbooks.intuit.com	finance_billing	6	Chrome UX Report 2026-08: quickbooks.intuit.com in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'QuickBooks Online': popularity #59 of 9,716, zap_usage_count 11,029 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 135 for intuit.com (list 38KVL, 2026-09-11; a domain shared across products, so not used to rank this row)	https://qbo.intuit.com/	deep	https://quickbooks.intuit.com/learn-support/en-us/	https://quickbooks.intuit.com/learn-support/en-us/help-article/invoicing/create-invoices-quickbooks-online/L7gSzvCld_US_en_US	https://quickbooks.intuit.com/learn-support/en-us/help-article/invoicing/record-invoice-payments-quickbooks-online/L4ZadDW7F_US_en_US
razorpay	Razorpay	razorpay.com	finance_billing	7	Chrome UX Report 2026-08: razorpay.com in the top 10,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Razorpay': popularity #368 of 9,716, zap_usage_count 548 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 3,288 for razorpay.com (list 38KVL, 2026-09-11)	https://accounts.razorpay.com/auth/?redirecturl=https%3A%2F%2Fdashboard.razorpay.com&auth_intent=login	deep	https://razorpay.com/docs/us/home	https://razorpay.com/docs/us/payments/payment-links/create/	https://razorpay.com/docs/us/payments/payment-pages/create/
netsuite	NetSuite	netsuite.com	finance_billing	8	Chrome UX Report 2026-08: nlcorp.app.netsuite.com in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'NetSuite': popularity #357 of 9,716, zap_usage_count 577 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 3,564 for netsuite.com (list 38KVL, 2026-09-11)	https://system.netsuite.com/pages/customerlogin.jsp?country=US	deep	https://docs.oracle.com/en/cloud/saas/netsuite/index.html	https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_161860867711.html	
zoho_books	Zoho Books	books.zoho.com	finance_billing	9	Chrome UX Report 2026-08: books.zoho.com in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Zoho Books': popularity #241 of 9,716, zap_usage_count 1,087 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 798 for zoho.com (list 38KVL, 2026-09-11; a domain shared across products, so not used to rank this row)	https://accounts.zoho.com/signin?servicename=ZohoBooks&signupurl=https%3A%2F%2Fwww.zoho.com%2Fus%2Fbooks%2Fsignup%2F	deep	https://www.zoho.com/us/books/support/	https://www.zoho.com/us/books/kb/invoices/create-invoice.html	https://www.zoho.com/us/books/help/settings/users.html
wave	Wave	waveapps.com	finance_billing	10	Chrome UX Report 2026-08: next.waveapps.com in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Wave': popularity #142 of 9,716, zap_usage_count 2,488 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 21,431 for waveapps.com (list 38KVL, 2026-09-11)	https://www.waveapps.com/login	deep	https://support.waveapps.com/hc/en-us	https://support.waveapps.com/hc/en-us/articles/218323823-Online-payments-processing-fees-and-timelines	https://support.waveapps.com/hc/en-us/articles/115005541303-Can-t-connect-my-bank-to-Wave
revolut_business	Revolut Business	revolut.com	finance_billing	11	Chrome UX Report 2026-08: www.revolut.com in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Revolut Business': popularity #434 of 9,716, zap_usage_count 413 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 5,331 for revolut.com (list 38KVL, 2026-09-11)	https://business.revolut.com/signin	shallow			
chargebee	Chargebee	chargebee.com	finance_billing	12	Chrome UX Report 2026-08: app.chargebee.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Chargebee': popularity #221 of 9,716, zap_usage_count 1,214 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 14,188 for chargebee.com (list 38KVL, 2026-09-11)	https://app.chargebee.com/login	shallow			
toggl_track	Toggl Track	toggl.com	finance_billing	13	Chrome UX Report 2026-08: accounts.toggl.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Toggl Track': popularity #232 of 9,716, zap_usage_count 1,134 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 14,042 for toggl.com (list 38KVL, 2026-09-11)	https://accounts.toggl.com/app/login/	deep	https://docs.toggl.com/	https://docs.toggl.com/setting-up-and-managing-single-sign-on-sso	https://docs.toggl.com/setting-up-and-monitoring-a-project
clockify	Clockify	clockify.me	finance_billing	14	Chrome UX Report 2026-08: clockify.me in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Clockify': popularity #233 of 9,716, zap_usage_count 1,132 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 15,404 for clockify.me (list 38KVL, 2026-09-11)	https://app.clockify.me/en/login	deep	https://clockify.me/help/	https://clockify.me/help/track-time-and-expenses/track-time-on-kiosk	https://clockify.me/help/track-time-and-expenses/create-manage-time-off-policy
gocardless	GoCardless	gocardless.com	finance_billing	15	Chrome UX Report 2026-08: manage.gocardless.com in the top 100,000 origins (github.com/zakird/crux-top-lists); Zapier app 'GoCardless': popularity #319 of 9,716, zap_usage_count 717 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 13,752 for gocardless.com (list 38KVL, 2026-09-11)	https://manage.gocardless.com/sign-in	deep	https://docs.gocardless.com/	https://docs.gocardless.com/docs/getting-started/set-up	https://docs.gocardless.com/docs/partner-integrations/connect-your-merchants
freshbooks	FreshBooks	freshbooks.com	finance_billing	16	Chrome UX Report 2026-08: auth.freshbooks.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'FreshBooks': popularity #313 of 9,716, zap_usage_count 758 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 16,136 for freshbooks.com (list 38KVL, 2026-09-11)	https://auth.freshbooks.com/service/auth/integrations/sign_in?_gl=1*1j9fxj9*_gcl_au*Njc2MTU5NjQ5LjE3MTYzOTkwNjk.*_ga*MTg2OTM0MzEzMy4xNjQ3OTQ3MzMy*_ga_LNDHWTHSMK*MTcxODg4MDU3NC42MTYuMC4xNzE4ODgwNTc0LjYwLjAuMA..	deep	https://support.freshbooks.com/hc/en-us	https://support.freshbooks.com/hc/en-us/articles/24999759052429-How-do-I-accept-online-payments-with-FreshBooks-Payments-powered-by-Stripe	https://support.freshbooks.com/hc/en-us/articles/360049689732-How-do-I-accept-online-payments-with-PayPal
sage_accounting	Sage Accounting	sage.com	finance_billing	17	Chrome UX Report 2026-08: id.sage.com in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Sage Accounting': popularity #1191 of 9,716, zap_usage_count 79 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 6,429 for sage.com (list 38KVL, 2026-09-11; a domain shared across products, so not used to rank this row)	https://www.sage.com/en-us/products/login/	shallow			
airwallex	Airwallex	airwallex.com	finance_billing	18	Chrome UX Report 2026-08: www.airwallex.com in the top 100,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Airwallex': popularity #1529 of 9,716, zap_usage_count 51 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 10,510 for airwallex.com (list 38KVL, 2026-09-11)	https://www.airwallex.com/app/login?region=us	deep	https://help.airwallex.com/hc/en-gb	https://help.airwallex.com/hc/en-gb/articles/900001755706-How-do-I-set-card-limits-and-transaction-limits	https://help.airwallex.com/hc/en-gb/articles/900001756006-How-to-add-your-Global-Account-on-PayPal
bill	BILL	bill.com	finance_billing	19	Chrome UX Report 2026-08: app02.us.bill.com in the top 50,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 7,395 for bill.com (list 38KVL, 2026-09-11)	https://login.us.bill.com/neo/login	shallow			
payoneer	Payoneer	payoneer.com	finance_billing	20	Chrome UX Report 2026-08: myaccount.payoneer.com in the top 50,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 13,720 for payoneer.com (list 38KVL, 2026-09-11)	https://myaccount.payoneer.com/	deep	https://payoneer.custhelp.com/	https://payoneer.custhelp.com/app/answers/detail/a_id/45115	https://payoneer.custhelp.com/app/answers/detail/a_id/33924
ramp	Ramp	ramp.com	finance_billing	21	Chrome UX Report 2026-08: app.ramp.com in the top 50,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 14,406 for ramp.com (list 38KVL, 2026-09-11)	https://app.ramp.com/sign-in	deep	https://support.ramp.com/	https://support.ramp.com/inviting-users-to-ramp	https://support.ramp.com/updating-user-information-in-ramp
navan	Navan	navan.com	finance_billing	22	Chrome UX Report 2026-08: app.navan.com in the top 50,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 29,122 for navan.com (list 38KVL, 2026-09-11)	https://app.navan.com/	shallow			
mercury	Mercury	mercury.com	finance_billing	23	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: app.mercury.com in the top 100,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Mercury': popularity #525 of 9,716, zap_usage_count 316 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 22,739 for mercury.com (list 38KVL, 2026-09-11)	https://app.mercury.com/login	deep	https://support.mercury.com/hc/en-us/sections/28736349558420-Getting-Started	https://support.mercury.com/hc/en-us/articles/43480538074260-Create-debit-and-credit-cards	https://support.mercury.com/hc/en-us/articles/43480693275028-Connect-your-payment-and-accounting-software
qonto	Qonto	qonto.com	finance_billing	24	Chrome UX Report 2026-08: qonto.com in the top 100,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Qonto': popularity #589 of 9,716, zap_usage_count 265 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 30,742 for qonto.com (list 38KVL, 2026-09-11)	https://app.qonto.com/	deep	https://support-fr.qonto.com/hc/en-us	https://support-fr.qonto.com/hc/en-us/articles/23947722993553-How-to-invite-and-manage-team-members-within-my-Qonto-account	https://support-fr.qonto.com/hc/en-us/articles/23947638042513-How-to-make-a-transfer-in-euros-SEPA
harvest	Harvest	getharvest.com	finance_billing	25	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: id.getharvest.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Harvest': popularity #300 of 9,716, zap_usage_count 807 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 55,252 for getharvest.com (list 38KVL, 2026-09-11)	https://id.getharvest.com/harvest/sign_in	deep	https://support.getharvest.com/hc/en-us	https://support.getharvest.com/hc/en-us/articles/360048687531-Track-and-edit-time-in-the-Week-view	https://support.getharvest.com/hc/en-us/articles/360048687591-How-to-view-edit-and-submit-another-person-s-timesheet
lemon_squeezy	Lemon Squeezy	lemonsqueezy.com	finance_billing	26	Chrome UX Report 2026-08: www.lemonsqueezy.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Lemon Squeezy': popularity #557 of 9,716, zap_usage_count 291 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 22,456 for lemonsqueezy.com (list 38KVL, 2026-09-11)	https://app.lemonsqueezy.com/login	deep	https://docs.lemonsqueezy.com/api	https://docs.lemonsqueezy.com/help/products/adding-products	
dext	Dext	dext.com	finance_billing	27	Chrome UX Report 2026-08: dext.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Dext': popularity #572 of 9,716, zap_usage_count 273 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 40,462 for dext.com (list 38KVL, 2026-09-11)	https://app.dext.com/login/	deep	https://help.dext.com/en	https://help.dext.com/en/articles/105670-how-to-scan-and-upload-documents-in-the-dext-mobile-app	https://help.dext.com/en/articles/105671-publish-items-from-the-dext-mobile-app
datadog	Datadog	datadoghq.com	analytics_monitoring	1	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: app.datadoghq.com in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Datadog': popularity #1367 of 9,716, zap_usage_count 62 (zapier.com/api/v4/apps, 2026-09-12); Stack Overflow Developer Survey 2025, cloud platforms and tools: 'Datadog' used by 8.9% of respondents (survey.stackoverflow.co/2025/technology); Tranco rank 309 for datadoghq.com (list 38KVL, 2026-09-11)	https://datadoghq.com/login	deep	https://docs.datadoghq.com/	https://docs.datadoghq.com/account_management/rbac/?tab=datadogapplication	https://docs.datadoghq.com/dashboards/
mixpanel	Mixpanel	mixpanel.com	analytics_monitoring	2	Chrome UX Report 2026-08: mixpanel.com in the top 100,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Mixpanel': popularity #569 of 9,716, zap_usage_count 276 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 808 for mixpanel.com (list 38KVL, 2026-09-11)	https://mixpanel.com/login/	deep	https://docs.mixpanel.com/docs/what-is-mixpanel	https://docs.mixpanel.com/docs/export-methods	https://docs.mixpanel.com/docs/boards/move-boards
pendo	Pendo	pendo.io	analytics_monitoring	3	Chrome UX Report 2026-08: app.pendo.io in the top 1,000,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Pendo': popularity #634 of 9,716, zap_usage_count 240 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 883 for pendo.io (list 38KVL, 2026-09-11)	https://app.pendo.io/	deep	https://support.pendo.io/hc/en-us	https://support.pendo.io/hc/en-us/articles/360031832072-Configure-visitor-and-account-metadata	https://support.pendo.io/hc/en-us/articles/360031861672-Install-Pendo-on-a-login-page
